1;2.536843;8.809025;1862.018544035;135.327674502
2;1.632642;6.483936;1134.576682346;66.358573460
3;1.246201;5.956971;688.790468182;50.280949755
4;0.966449;5.297070;509.195237494;36.769091367
5;0.724700;4.705072;370.340687186;26.552427218
6;0.542761;4.162392;268.601702480;19.108021176
7;0.400204;3.577625;191.313954500;12.966028600
8;0.266338;3.217280;136.858286409;9.326517724
9;0.152273;2.882317;99.603608747;6.525064182
10;0.066800;2.565389;71.768122367;4.438754090
11;-0.021641;2.327271;51.484761839;2.967954191
12;-0.091696;2.119568;36.940170718;1.917817665
13;-0.154667;1.953508;26.595312898;1.175500315
14;-0.205872;1.808574;19.185643780;0.638974531
15;-0.250087;1.686566;13.845559658;0.251906307
16;-0.287728;1.582961;9.986768728;-0.027485383
17;-0.319761;1.495848;7.208099192;-0.227934322
18;-0.347048;1.421681;5.204939234;-0.373008679
19;-0.369928;1.357175;3.752376216;-0.478752552
20;-0.389393;1.303372;2.705791313;-0.554153648
21;-0.406144;1.257793;1.952695804;-0.608724844
22;-0.420302;1.219066;1.408693433;-0.648036941
23;-0.432259;1.186013;1.016577031;-0.676431272
24;-0.442429;1.157969;0.733626831;-0.696914042
25;-0.451083;1.133896;0.528833698;-0.711793396
26;-0.458452;1.113601;0.380903472;-0.722476563
27;-0.464705;1.096552;0.274740540;-0.730124883
28;-0.469984;1.081933;0.198300214;-0.735665676
29;-0.474497;1.069516;0.143001952;-0.739670606
30;-0.478358;1.059074;0.103105813;-0.742548246
31;-0.481624;1.050161;0.074351632;-0.744627254
32;-0.484396;1.042593;0.053607840;-0.746126227
33;-0.486746;1.036167;0.038657848;-0.747206237
34;-0.488739;1.030715;0.027886605;-0.747984448
35;-0.490428;1.026082;0.020123260;-0.748545586
36;-0.491871;1.022147;0.014517540;-0.748951196
37;-0.493096;1.018806;0.010469178;-0.749243687
38;-0.494135;1.015984;0.007554701;-0.749453829
39;-0.495018;1.013573;0.005452011;-0.749606094
40;-0.495768;1.011525;0.003932630;-0.749715869
41;-0.496404;1.009796;0.002838545;-0.749794787
42;-0.496941;1.008313;0.002049397;-0.749851948
43;-0.497403;1.007065;0.001478918;-0.749893160
44;-0.497796;1.006003;0.001066859;-0.749922922
45;-0.498128;1.005098;0.000769480;-0.749944410
46;-0.498411;1.004331;0.000554939;-0.749959904
47;-0.498650;1.003678;0.000400278;-0.749971075
48;-0.498854;1.003126;0.000288841;-0.749979122
49;-0.499025;1.002652;0.000208399;-0.749984946
50;-0.499172;1.002252;0.000150289;-0.749989145
51;-0.499296;1.001911;0.000108382;-0.749992173
52;-0.499403;1.001626;0.000078225;-0.749994346
53;-0.499492;1.001379;0.000056449;-0.749995924
54;-0.499568;1.001170;0.000040697;-0.749997063
55;-0.499633;1.000993;0.000029356;-0.749997881
56;-0.499688;1.000844;0.000021186;-0.749998471
57;-0.499735;1.000716;0.000015282;-0.749998897
58;-0.499775;1.000609;0.000011020;-0.749999205
59;-0.499809;1.000517;0.000007952;-0.749999426
60;-0.499838;1.000438;0.000005737;-0.749999586
61;-0.499862;1.000372;0.000004138;-0.749999702
62;-0.499883;1.000316;0.000002985;-0.749999785
63;-0.499900;1.000268;0.000002153;-0.749999845
64;-0.499915;1.000228;0.000001554;-0.749999888
65;-0.499928;1.000194;0.000001123;-0.749999919
66;-0.499939;1.000165;0.000000811;-0.749999941
67;-0.499948;1.000140;0.000000585;-0.749999958
68;-0.499956;1.000119;0.000000423;-0.749999970
69;-0.499962;1.000101;0.000000305;-0.749999978
70;-0.499968;1.000086;0.000000220;-0.749999984
71;-0.499973;1.000073;0.000000159;-0.749999989
72;-0.499977;1.000062;0.000000115;-0.749999992
73;-0.499980;1.000052;0.000000083;-0.749999994
74;-0.499983;1.000045;0.000000060;-0.749999996
75;-0.499986;1.000038;0.000000043;-0.749999997
76;-0.499988;1.000032;0.000000031;-0.749999998
77;-0.499990;1.000027;0.000000022;-0.749999998
78;-0.499991;1.000023;0.000000016;-0.749999999
79;-0.499993;1.000020;0.000000012;-0.749999999
80;-0.499994;1.000017;0.000000008;-0.749999999
81;-0.499995;1.000014;0.000000006;-0.750000000
82;-0.499996;1.000012;0.000000004;-0.750000000
83;-0.499996;1.000010;0.000000003;-0.750000000
84;-0.499997;1.000009;0.000000002;-0.750000000
85;-0.499997;1.000007;0.000000002;-0.750000000
86;-0.499998;1.000006;0.000000001;-0.750000000
87;-0.499998;1.000005;0.000000001;-0.750000000
88;-0.499998;1.000005;0.000000001;-0.750000000
89;-0.499999;1.000004;0.000000000;-0.750000000
90;-0.499999;1.000003;0.000000000;-0.750000000
91;-0.499999;1.000003;0.000000000;-0.750000000
92;-0.499999;1.000002;0.000000000;-0.750000000
93;-0.499999;1.000002;0.000000000;-0.750000000
94;-0.499999;1.000002;0.000000000;-0.750000000
95;-0.499999;1.000001;0.000000000;-0.750000000
96;-0.500000;1.000001;0.000000000;-0.750000000
97;-0.500000;1.000001;0.000000000;-0.750000000
98;-0.500000;1.000001;0.000000000;-0.750000000
99;-0.500000;1.000001;0.000000000;-0.750000000
100;-0.500000;1.000001;0.000000000;-0.750000000
